date,temp,tmin,tmax,rhum,prcp,snwd,wspd,pres,cldc
2016-01-10,12.7,10.3,15.6,77,0.2,0,5.2,1021.6,
2016-01-11,13.1,8.9,17.4,62,0.0,0,3.6,1023.9,0
2016-01-12,12.5,6.3,19.8,48,0.0,0,5.4,1022.1,0
2016-01-13,12.0,6.3,17.6,68,0.0,0,5.0,1020.2,0
2016-01-14,13.0,9.3,17.3,78,0.0,0,5.9,1018.9,1
2016-01-15,13.1,9.6,17.5,79,0.0,0,4.0,1018.3,
2016-01-16,14.5,11.6,18.0,78,0.0,0,4.8,1020.8,1
2016-01-17,14.1,9.6,19.2,80,0.0,0,6.5,1021.0,0
2016-01-18,14.2,11.8,16.8,85,0.1,0,6.7,1021.6,
2016-01-19,14.3,11.8,16.6,87,1.1,0,5.0,1022.2,
2016-01-20,15.4,13.3,18.9,84,0.2,0,7.4,1022.1,
2016-01-21,15.8,9.8,24.3,64,0.0,0,4.8,1021.1,0
2016-01-22,14.6,10.0,19.8,66,0.0,0,4.8,1019.2,0
2016-01-23,14.1,11.7,17.2,73,0.0,0,7.6,1016.4,1
2016-01-24,14.1,9.4,18.6,57,0.0,0,8.3,1017.8,0
2016-01-25,14.9,9.2,21.4,47,0.0,0,6.3,1018.6,0
2016-01-26,15.0,8.3,21.7,41,0.0,0,5.3,1022.5,0
2016-01-27,15.6,10.1,23.0,31,0.0,0,4.5,1023.4,0
2016-01-28,15.2,8.7,21.8,42,0.0,0,5.1,1020.5,0
2016-01-29,15.3,10.1,20.3,65,0.0,0,6.2,1017.1,0
2016-01-30,15.0,12.3,18.0,81,0.0,0,6.4,1015.7,
2016-01-31,13.1,9.8,15.3,74,10.4,0,20.8,1008.7,
2016-02-01,10.8,7.5,14.2,35,0.0,0,18.0,1015.8,0
2016-02-02,10.6,5.0,15.0,41,0.0,0,8.0,1022.1,0
2016-02-03,12.1,6.8,18.0,47,0.0,0,6.3,1025.9,
2016-02-04,13.3,7.5,20.5,39,0.0,0,4.9,1025.4,0
2016-02-05,15.8,8.0,24.9,30,0.0,0,3.7,1025.1,0
2016-02-06,17.1,9.3,25.3,26,0.0,0,4.6,1022.9,0
2016-02-07,18.9,9.6,28.7,23,0.0,0,4.7,1019.7,0
2016-02-08,21.5,12.7,31.2,22,0.0,0,4.3,1019.3,0
2016-02-09,22.1,13.7,31.2,24,0.0,0,5.5,1019.3,0
2016-02-10,21.1,14.0,30.3,28,0.0,0,4.8,1019.2,0
2016-02-11,20.0,13.1,28.8,33,0.0,0,3.9,1018.5,0
2016-02-12,18.7,12.0,27.5,46,0.0,0,4.7,1018.2,0
2016-02-13,15.4,10.0,20.4,71,0.0,0,5.1,1017.9,0
2016-02-14,16.4,9.3,24.0,62,0.0,0,5.9,1016.2,0
2016-02-15,21.4,13.7,31.0,39,0.0,0,5.0,1013.8,
2016-02-16,22.1,14.6,32.0,32,0.0,0,5.9,1011.6,0
2016-02-17,17.1,12.7,22.4,62,13.0,0,8.4,1010.7,
2016-02-18,15.1,12.7,18.7,72,3.7,0,11.5,1014.6,
2016-02-19,14.4,10.2,18.7,72,0.0,0,6.4,1018.2,0
2016-02-20,14.8,9.8,20.3,68,0.0,0,5.1,1018.3,0
2016-02-21,15.4,9.8,20.5,66,0.0,0,5.3,1017.9,0
2016-02-22,17.5,10.3,25.0,52,0.0,0,8.3,1014.3,0
2016-02-23,20.1,12.3,27.8,29,0.0,0,6.5,1014.6,0
2016-02-24,20.0,13.9,27.3,25,0.0,0,6.8,1017.8,0
2016-02-25,19.1,12.4,27.0,35,0.0,0,6.9,1017.2,0
2016-02-26,17.6,12.2,24.0,55,0.0,0,5.9,1017.8,0
2016-02-27,16.4,11.1,21.4,74,0.0,0,6.0,1016.1,0
2016-02-28,16.9,12.2,22.3,76,0.0,0,6.2,1015.6,0
2016-02-29,16.7,12.6,22.4,78,0.0,0,6.1,1016.1,0
2016-03-01,16.3,12.3,22.7,75,0.0,0,6.8,1017.8,0
2016-03-02,15.6,11.6,21.1,78,0.0,0,7.3,1017.9,0
2016-03-03,15.9,12.6,20.4,76,0.0,0,7.0,1017.5,0
2016-03-04,15.5,12.3,19.8,75,0.0,0,7.4,1016.2,
2016-03-05,16.0,14.0,18.3,80,0.9,0,10.3,1016.5,
2016-03-06,15.5,12.8,18.7,70,15.8,0,20.7,1015.0,
2016-03-07,12.7,9.8,15.3,66,8.5,0,17.0,1010.4,
2016-03-08,14.7,9.3,20.7,51,0.0,0,13.1,1013.3,0
2016-03-09,16.3,10.9,21.7,62,0.0,0,7.8,1015.9,0
2016-03-10,17.4,12.5,23.3,67,0.0,0,6.6,1016.3,0
2016-03-11,14.8,10.9,18.8,75,14.6,0,13.1,1015.1,
2016-03-12,12.9,7.8,17.1,65,0.0,0,8.2,1020.2,0
2016-03-13,13.9,9.8,17.5,73,0.0,0,9.8,1020.7,
2016-03-14,16.4,14.2,20.6,74,0.0,0,12.4,1018.9,
2016-03-15,17.1,11.8,23.6,65,0.0,0,6.5,1015.6,0
2016-03-16,19.6,13.3,26.5,49,0.0,0,6.8,1012.9,0
2016-03-17,19.2,14.2,25.0,61,0.0,0,8.2,1011.8,0
2016-03-18,16.9,14.4,20.4,75,0.0,0,9.2,1013.4,
2016-03-19,16.2,13.6,20.6,77,0.0,0,7.9,1015.7,
2016-03-20,15.8,13.3,20.6,80,0.0,0,8.3,1017.6,
2016-03-21,15.8,13.2,19.5,76,0.0,0,8.8,1018.4,
2016-03-22,16.2,11.8,20.5,49,0.0,0,16.6,1016.6,
2016-03-23,17.8,12.1,24.4,32,0.0,0,10.2,1019.2,
2016-03-24,18.5,11.4,25.5,38,0.0,0,7.6,1017.0,0
2016-03-25,18.1,12.6,23.3,54,0.0,0,8.0,1011.0,0
2016-03-26,17.4,13.4,23.0,72,0.0,0,9.0,1010.8,0
2016-03-27,16.9,14.4,20.7,75,0.0,0,9.5,1015.3,
2016-03-28,15.2,12.5,16.9,68,1.0,0,18.1,1011.7,
2016-03-29,13.0,9.1,17.2,54,0.8,0,13.7,1011.5,4
2016-03-30,13.4,9.6,17.4,63,0.0,0,9.6,1014.6,1
2016-03-31,14.9,9.3,20.9,58,0.0,0,11.3,1016.5,0
2016-04-01,15.9,11.5,20.7,69,0.0,0,8.7,1018.6,0
2016-04-02,17.3,12.2,23.2,67,0.0,0,7.5,1019.5,0
2016-04-03,17.4,12.5,22.4,63,0.0,0,8.6,1017.1,0
2016-04-04,18.0,12.7,24.2,60,0.0,0,7.8,1017.8,0
2016-04-05,19.4,13.2,27.3,58,0.0,0,7.4,1017.1,0
2016-04-06,18.9,14.7,27.6,68,0.0,0,9.0,1017.6,0
2016-04-07,16.8,14.9,19.3,75,1.6,0,6.7,1014.9,
2016-04-08,15.2,14.5,16.1,88,3.1,0,6.3,1013.3,
2016-04-09,15.8,14.8,17.7,78,2.7,0,8.8,1012.9,
2016-04-10,16.5,13.7,20.1,71,0.0,0,9.0,1012.0,
2016-04-11,17.2,14.5,21.1,71,0.0,0,8.7,1017.5,
2016-04-12,17.0,13.3,21.3,72,0.0,0,9.8,1019.8,0
2016-04-13,16.5,13.8,20.5,73,0.0,0,9.6,1018.5,
2016-04-14,16.7,12.9,20.8,67,0.0,0,11.3,1013.8,0
2016-04-15,19.5,15.2,26.1,27,0.0,0,21.1,1010.8,0
2016-04-16,21.4,14.1,27.5,24,0.0,0,10.5,1014.4,0
2016-04-17,21.6,14.2,29.8,35,0.0,0,8.9,1014.9,0
2016-04-18,22.0,15.2,29.6,32,0.0,0,7.2,1016.1,0
2016-04-19,22.5,16.2,29.6,35,0.0,0,6.5,1013.8,0
2016-04-20,21.6,14.8,28.5,36,0.0,0,8.8,1012.5,0
2016-04-21,19.4,14.4,24.0,51,0.0,0,10.8,1011.7,0
2016-04-22,17.7,14.2,21.5,68,0.0,0,15.1,1013.9,0
2016-04-23,18.0,12.8,23.3,55,0.0,0,12.6,1015.0,0
2016-04-24,17.6,13.4,22.1,62,0.0,0,13.2,1012.1,0
2016-04-25,15.7,12.2,19.0,54,0.0,0,17.8,1011.2,3
2016-04-26,15.4,10.4,20.2,56,0.0,0,10.6,1014.5,0
2016-04-27,16.1,12.6,20.0,61,0.0,0,14.4,1010.3,0
2016-04-28,15.7,12.2,19.3,61,0.0,0,10.1,1009.9,0
2016-04-29,15.7,12.8,19.6,68,0.0,0,11.7,1014.7,
2016-04-30,15.6,12.9,19.3,66,0.0,0,11.1,1009.7,
2016-05-01,16.6,13.1,21.5,68,0.0,0,9.7,1012.5,3
2016-05-02,17.1,13.4,21.8,70,0.0,0,10.7,1015.4,0
2016-05-03,17.8,14.3,23.4,71,0.0,0,9.4,1013.8,0
2016-05-04,15.8,13.6,19.4,76,0.0,0,10.5,1013.4,
2016-05-05,16.4,14.6,19.4,66,0.4,0,10.0,1012.3,
2016-05-06,16.0,13.8,19.1,72,0.0,0,9.5,1011.5,
2016-05-07,16.2,13.9,19.3,70,7.6,0,9.7,1014.0,
2016-05-08,16.4,13.9,20.2,70,0.0,0,11.3,1014.0,
2016-05-09,16.1,13.9,19.5,73,0.0,0,8.7,1014.4,
2016-05-10,16.4,13.3,20.7,73,0.0,0,8.5,1014.8,
2016-05-11,17.0,14.6,21.3,76,0.0,0,10.3,1015.8,
2016-05-12,17.2,14.0,22.2,78,0.0,0,10.3,1015.5,0
2016-05-13,17.8,15.0,23.7,76,0.0,0,10.3,1015.0,
2016-05-14,17.6,16.2,20.3,74,0.0,0,10.7,1014.3,
2016-05-15,17.9,16.2,21.7,70,0.0,0,11.0,1012.5,
2016-05-16,17.7,15.9,21.0,71,0.0,0,9.5,1012.3,
2016-05-17,18.0,15.8,21.3,72,0.0,0,11.7,1012.7,
2016-05-18,17.1,15.6,19.7,78,0.0,0,10.6,1014.2,
2016-05-19,17.4,15.7,21.1,77,0.0,0,10.5,1012.3,
2016-05-20,16.4,14.2,19.3,67,0.0,0,14.9,1011.0,
2016-05-21,15.9,13.1,19.3,63,0.0,0,12.5,1015.0,
2016-05-22,16.5,11.9,20.8,62,0.0,0,11.7,1015.9,0
2016-05-23,16.9,13.1,21.5,65,0.0,0,11.3,1012.8,
2016-05-24,16.4,14.4,20.0,69,0.0,0,11.8,1015.0,
2016-05-25,16.3,13.8,19.6,68,0.0,0,10.7,1017.8,
2016-05-26,16.9,13.1,21.5,70,0.0,0,10.5,1016.5,1
2016-05-27,17.3,14.2,21.8,72,0.0,0,9.6,1012.6,0
2016-05-28,17.2,15.3,21.0,75,0.0,0,10.0,1011.7,
2016-05-29,17.0,15.0,21.0,72,0.0,0,10.5,1015.1,
2016-05-30,17.0,14.0,21.2,75,0.0,0,9.8,1014.5,0
2016-05-31,17.2,14.8,21.8,79,0.0,0,8.3,1011.4,
2016-06-01,18.2,16.2,22.0,78,0.0,0,9.6,1012.4,
2016-06-02,19.6,14.9,24.3,74,0.0,0,9.9,1013.3,
2016-06-03,20.3,15.2,27.8,73,0.0,0,9.4,1013.8,0
2016-06-04,19.4,15.4,24.2,76,0.0,0,9.9,1013.1,0
2016-06-05,16.8,13.9,20.5,80,0.0,0,12.0,1011.7,0
2016-06-06,17.0,14.1,22.0,76,0.0,0,11.3,1010.2,
2016-06-07,17.7,15.1,22.7,76,0.0,0,10.8,1011.4,
2016-06-08,18.5,15.3,23.6,75,0.0,0,9.6,1011.0,
2016-06-09,18.2,15.2,21.6,79,0.0,0,10.5,1011.8,1
2016-06-10,18.9,16.2,23.7,76,0.0,0,9.7,1013.0,
2016-06-11,18.0,16.6,19.9,75,0.0,0,10.9,1014.0,
2016-06-12,18.2,16.1,21.3,70,0.0,0,10.5,1017.2,
2016-06-13,17.6,15.3,21.3,74,0.0,0,12.6,1018.2,
2016-06-14,17.2,15.0,21.0,76,0.0,0,9.2,1014.1,
2016-06-15,18.2,16.2,21.3,69,0.0,0,11.3,1014.1,
2016-06-16,19.0,14.4,23.3,61,0.0,0,10.5,1015.3,0
2016-06-17,21.3,15.9,26.9,54,0.0,0,9.3,1015.6,0
2016-06-18,23.3,17.1,29.2,52,0.0,0,9.7,1015.2,0
2016-06-19,26.7,18.9,34.5,39,0.0,0,10.4,1011.6,0
2016-06-20,28.5,21.4,37.5,38,0.0,0,10.8,1010.4,0
2016-06-21,24.4,20.1,29.6,63,0.0,0,12.7,1013.1,0
2016-06-22,21.7,18.0,27.1,71,0.0,0,10.9,1013.6,0
2016-06-23,21.0,17.9,25.4,72,0.0,0,11.0,1013.5,
2016-06-24,20.2,17.5,24.5,75,0.0,0,9.7,1012.7,
2016-06-25,21.2,18.0,25.9,70,0.0,0,10.0,1010.7,
2016-06-26,22.0,18.4,26.9,72,0.0,0,10.3,1011.4,0
2016-06-27,23.2,19.1,29.6,71,0.0,0,9.4,1012.4,0
2016-06-28,22.7,19.8,27.7,75,0.0,0,11.0,1013.0,0
2016-06-29,22.5,18.9,27.0,73,0.0,0,10.2,1011.6,0
2016-06-30,21.9,18.8,26.3,71,0.0,0,11.3,1010.7,0
2016-07-01,21.7,19.0,25.1,71,0.0,0,10.7,1012.1,
2016-07-02,20.7,17.9,25.3,68,0.0,0,11.2,1014.9,
2016-07-03,19.9,17.3,23.6,70,0.0,0,11.9,1016.5,
2016-07-04,19.7,17.5,23.4,72,0.0,0,13.8,1016.2,
2016-07-05,20.3,17.7,24.2,69,0.0,0,13.6,1015.1,
2016-07-06,20.2,17.5,24.4,71,0.0,0,11.2,1014.6,
2016-07-07,20.8,17.9,25.4,70,0.0,0,11.6,1013.8,
2016-07-08,20.9,17.7,25.8,73,0.0,0,10.8,1014.4,0
2016-07-09,21.4,17.5,27.1,72,0.0,0,10.4,1015.3,0
2016-07-10,21.8,19.0,26.5,70,0.0,0,11.5,1013.0,0
2016-07-11,21.8,18.1,26.6,68,0.0,0,11.4,1011.0,1
2016-07-12,21.5,18.8,24.9,71,0.0,0,11.8,1012.4,
2016-07-13,22.0,18.4,27.2,71,0.0,0,11.1,1013.7,0
2016-07-14,21.6,17.9,26.1,72,0.0,0,11.4,1014.6,0
2016-07-15,21.1,17.5,26.7,72,0.0,0,12.3,1013.6,
2016-07-16,21.0,17.7,26.1,71,0.0,0,12.1,1012.7,
2016-07-17,20.9,17.5,25.6,71,0.0,0,11.4,1013.5,0
2016-07-18,21.7,18.3,26.9,69,0.0,0,10.6,1015.7,0
2016-07-19,22.6,18.2,28.1,66,0.0,0,11.4,1014.9,0
2016-07-20,24.5,18.9,30.3,57,0.0,0,9.4,1013.6,0
2016-07-21,25.3,20.5,31.6,51,0.0,0,9.5,1013.2,0
2016-07-22,26.3,20.9,32.8,48,0.0,0,8.5,1011.7,0
2016-07-23,26.1,21.9,32.7,57,0.0,0,8.8,1009.1,
2016-07-24,25.0,19.9,31.6,63,0.0,0,9.5,1011.2,0
2016-07-25,24.9,20.6,31.1,66,0.0,0,10.6,1012.7,0
2016-07-26,24.2,20.7,29.4,67,0.0,0,12.0,1011.4,0
2016-07-27,24.6,20.9,29.8,65,0.0,0,11.4,1011.8,0
2016-07-28,24.3,21.2,28.8,67,0.0,0,10.8,1011.2,0
2016-07-29,24.6,21.3,28.8,66,0.0,0,10.7,1009.3,0
2016-07-30,24.1,21.0,28.5,70,0.0,0,9.5,1010.1,0
2016-07-31,23.8,20.8,29.2,70,0.0,0,11.5,1011.8,3
2016-08-01,23.3,20.1,27.9,71,0.0,0,12.3,1013.4,0
2016-08-02,22.4,19.1,27.7,71,0.0,0,11.0,1014.8,0
2016-08-03,22.7,19.7,27.3,71,0.0,0,10.9,1014.1,0
2016-08-04,22.5,19.5,27.3,72,0.0,0,10.6,1011.7,
2016-08-05,21.8,19.2,26.0,80,0.0,0,11.5,1010.8,
2016-08-06,21.2,18.8,25.6,82,0.0,0,10.5,1010.2,0
2016-08-07,21.2,18.8,25.8,74,0.0,0,10.3,1009.3,
2016-08-08,21.6,18.8,26.0,74,0.0,0,10.6,1009.4,
2016-08-09,22.0,19.4,25.8,70,0.0,0,11.2,1010.6,
2016-08-10,21.6,18.4,26.4,71,0.0,0,10.5,1012.3,
2016-08-11,21.7,18.8,26.4,70,0.0,0,11.5,1015.0,
2016-08-12,21.7,18.6,26.4,74,0.0,0,12.9,1015.0,0
2016-08-13,22.9,19.4,28.1,71,0.0,0,10.8,1012.3,0
2016-08-14,24.2,20.2,29.2,69,0.0,0,9.8,1010.9,0
2016-08-15,24.0,19.0,30.0,65,0.0,0,11.3,1011.0,0
2016-08-16,22.7,17.1,28.9,66,0.0,0,11.5,1010.6,0
2016-08-17,21.7,16.5,27.9,66,0.0,0,10.9,1010.4,0
2016-08-18,21.0,16.2,27.5,59,0.0,0,11.2,1011.2,0
2016-08-19,21.6,17.5,26.8,69,0.0,0,12.1,1012.2,0
2016-08-20,20.8,17.7,25.0,72,0.0,0,11.7,1012.5,0
2016-08-21,21.6,18.2,26.6,69,0.0,0,10.6,1011.6,0
2016-08-22,21.8,18.1,26.7,70,0.0,0,9.8,1012.4,0
2016-08-23,22.0,18.3,26.8,68,0.0,0,9.2,1015.4,0
2016-08-24,22.0,18.8,26.9,67,0.0,0,8.8,1015.2,0
2016-08-25,20.9,18.3,25.8,72,0.0,0,8.8,1013.1,0
2016-08-26,20.5,18.1,24.8,70,0.0,0,11.2,1013.6,
2016-08-27,20.4,18.1,24.6,70,0.0,0,10.2,1014.4,
2016-08-28,21.7,17.5,27.1,70,0.0,0,10.1,1014.8,0
2016-08-29,23.3,19.0,28.9,65,0.0,0,8.6,1012.7,0
2016-08-30,24.1,19.5,31.0,68,0.0,0,9.3,1010.0,2
2016-08-31,23.7,20.3,29.3,72,0.0,0,9.9,1010.2,0
2016-09-01,22.4,18.8,27.3,73,0.0,0,9.1,1011.4,0
2016-09-02,21.5,19.4,25.5,72,0.0,0,10.2,1011.9,
2016-09-03,20.8,18.4,24.5,68,0.0,0,12.0,1010.9,
2016-09-04,19.8,18.1,23.3,70,0.0,0,10.2,1009.9,
2016-09-05,19.9,17.3,23.5,68,0.0,0,10.0,1008.6,
2016-09-06,20.3,17.0,25.3,73,0.0,0,9.4,1009.6,0
2016-09-07,20.4,17.3,24.7,76,0.0,0,9.4,1013.9,0
2016-09-08,20.7,18.4,24.4,70,0.0,0,11.1,1017.0,
2016-09-09,20.6,18.3,25.0,74,0.0,0,12.8,1015.5,
2016-09-10,20.9,17.7,25.9,75,0.0,0,10.9,1015.9,0
2016-09-11,20.0,17.0,24.5,76,0.0,0,12.1,1016.5,0
2016-09-12,19.1,17.4,21.6,74,0.0,0,11.2,1013.5,
2016-09-13,18.6,16.5,20.8,70,0.1,0,12.8,1014.0,
2016-09-14,18.6,14.4,22.7,64,0.0,0,8.7,1016.4,0
2016-09-15,19.5,14.6,24.9,66,0.0,0,8.9,1014.7,0
2016-09-16,19.9,15.7,24.7,71,0.0,0,8.5,1012.9,1
2016-09-17,20.8,15.9,26.3,72,0.0,0,7.5,1012.7,1
2016-09-18,21.7,16.4,28.3,72,0.0,0,7.7,1012.2,0
2016-09-19,22.1,17.5,28.9,65,0.0,0,9.0,1013.9,0
2016-09-20,25.4,21.9,30.5,54,0.0,0,7.3,1013.2,
2016-09-21,24.0,19.9,27.1,69,0.0,0,11.0,1011.1,0
2016-09-22,21.1,18.6,24.3,63,0.0,0,12.1,1011.6,
2016-09-23,20.4,15.7,25.6,59,0.0,0,10.9,1014.0,1
2016-09-24,22.9,16.1,30.9,42,0.0,0,7.7,1014.6,0
2016-09-25,25.4,17.7,34.7,34,0.0,0,7.9,1013.9,0
2016-09-26,29.1,20.9,39.2,22,0.0,0,7.6,1012.1,0
2016-09-27,28.0,22.0,35.2,30,0.0,0,8.7,1010.4,0
2016-09-28,26.4,21.7,30.9,47,0.0,0,10.0,1012.3,0
2016-09-29,25.2,20.8,30.9,56,0.0,0,9.3,1015.2,0
2016-09-30,23.9,19.7,29.0,60,0.0,0,9.0,1015.2,0
2016-10-01,22.0,18.3,27.0,67,0.0,0,8.7,1014.1,0
2016-10-02,19.7,16.2,23.9,70,0.0,0,10.2,1013.6,2
2016-10-03,19.3,15.2,24.0,57,0.0,0,12.2,1013.8,0
2016-10-04,18.9,15.2,23.9,66,0.0,0,8.3,1011.5,0
2016-10-05,18.6,14.6,22.9,69,0.0,0,8.2,1012.3,0
2016-10-06,20.0,14.4,26.1,60,0.0,0,7.0,1011.9,0
2016-10-07,22.9,15.5,31.9,39,0.0,0,6.5,1011.3,0
2016-10-08,22.7,16.1,30.7,45,0.0,0,6.5,1011.6,0
2016-10-09,22.4,16.1,29.7,44,0.0,0,7.7,1013.3,0
2016-10-10,21.5,16.8,26.7,59,0.0,0,9.7,1014.1,0
2016-10-11,17.9,15.6,21.1,79,0.0,0,10.4,1016.4,0
2016-10-12,17.3,15.1,20.3,75,0.0,0,7.7,1017.0,
2016-10-13,17.6,14.0,22.5,78,0.0,0,8.0,1016.1,
2016-10-14,17.9,15.7,21.8,79,0.0,0,9.6,1015.2,
2016-10-15,18.8,16.1,22.5,78,0.0,0,10.3,1014.9,
2016-10-16,19.6,18.0,22.7,80,0.0,0,12.6,1015.3,
2016-10-17,18.6,16.2,21.3,83,4.4,0,10.3,1013.6,
2016-10-18,18.3,14.2,23.3,72,0.0,0,6.8,1012.9,0
2016-10-19,21.9,14.4,31.4,46,0.0,0,4.9,1013.4,0
2016-10-20,25.6,16.2,35.8,22,0.0,0,6.1,1013.1,0
2016-10-21,24.9,18.6,32.4,28,0.0,0,7.0,1010.8,0
2016-10-22,20.8,15.2,27.8,54,0.0,0,5.7,1011.3,0
2016-10-23,19.5,16.0,26.7,65,0.3,0,8.1,1014.7,
2016-10-24,19.2,16.8,22.2,78,0.4,0,10.3,1017.0,
2016-10-25,18.3,14.8,23.1,72,0.0,0,8.3,1018.1,0
2016-10-26,18.5,15.1,23.5,73,0.0,0,6.8,1016.0,0
2016-10-27,20.0,16.2,25.8,67,0.0,0,5.8,1013.4,0
2016-10-28,19.9,17.5,24.3,72,0.9,0,9.8,1013.0,
2016-10-29,20.1,15.6,25.2,71,0.0,0,4.7,1014.5,
2016-10-30,18.4,16.2,19.8,85,1.5,0,9.2,1015.7,
2016-10-31,16.4,13.1,19.8,79,0.0,0,6.9,1016.5,0
2016-11-01,16.2,12.9,20.1,76,0.0,0,7.2,1016.0,
2016-11-02,18.1,11.8,24.9,60,0.0,0,7.6,1016.8,0
2016-11-03,21.9,15.1,30.5,34,0.0,0,7.2,1016.0,0
2016-11-04,20.4,15.3,26.8,53,0.0,0,6.5,1017.0,0
2016-11-05,18.4,13.2,25.4,75,0.0,0,6.4,1016.2,3
2016-11-06,17.1,13.1,22.7,78,0.0,0,5.6,1017.0,0
2016-11-07,18.0,13.0,23.7,74,0.0,0,5.4,1017.6,1
2016-11-08,21.0,14.1,29.6,52,0.0,0,5.0,1016.7,0
2016-11-09,25.1,17.9,33.9,29,0.0,0,6.8,1014.9,0
2016-11-10,24.3,17.0,32.1,24,0.0,0,6.4,1015.5,0
2016-11-11,22.8,16.3,30.2,27,0.0,0,6.6,1017.2,0
2016-11-12,21.0,16.1,27.7,40,0.0,0,5.8,1017.4,0
2016-11-13,21.6,14.8,30.4,39,0.0,0,5.9,1017.7,0
2016-11-14,21.2,14.7,29.7,42,0.0,0,5.4,1018.0,
2016-11-15,18.0,13.1,24.4,72,0.0,0,5.1,1015.9,0
2016-11-16,16.1,12.4,20.0,72,0.0,0,8.9,1011.6,0
2016-11-17,16.3,10.6,21.3,44,0.0,0,7.3,1013.9,0
2016-11-18,17.6,11.5,25.0,21,0.0,0,5.9,1017.3,0
2016-11-19,15.6,9.4,21.8,44,0.0,0,6.0,1017.4,0
2016-11-20,14.5,12.4,17.4,81,14.4,0,6.9,1014.6,
2016-11-21,15.3,12.7,18.4,77,8.2,0,10.5,1014.3,
2016-11-22,15.2,11.2,20.0,71,0.0,0,6.0,1019.2,0
2016-11-23,15.4,10.3,22.4,58,0.0,0,7.3,1019.5,0
2016-11-24,17.5,10.5,26.3,32,0.0,0,7.1,1019.2,0
2016-11-25,16.6,10.3,24.3,35,0.0,0,5.3,1017.4,0
2016-11-26,11.9,7.4,16.2,71,4.8,0,6.2,1015.1,
2016-11-27,12.9,10.0,17.3,68,0.9,0,12.6,1015.8,
2016-11-28,12.8,8.0,16.7,62,0.0,0,7.3,1013.2,0
2016-11-29,13.7,8.5,20.1,60,0.0,0,5.7,1015.1,0
2016-11-30,13.4,8.0,19.3,47,0.0,0,6.2,1017.2,0
2016-12-01,13.4,9.8,18.5,56,0.0,0,6.7,1014.3,0
2016-12-02,14.4,9.6,18.5,25,0.0,0,11.6,1015.9,0
2016-12-03,13.6,7.1,19.3,31,0.0,0,5.5,1018.3,0
2016-12-04,13.9,7.3,20.5,50,0.0,0,5.0,1016.7,0
2016-12-05,13.6,9.3,18.6,77,0.0,0,6.2,1013.9,0
2016-12-06,14.4,11.6,18.0,74,0.0,0,6.2,1015.0,
2016-12-07,13.2,10.2,17.4,72,0.0,0,4.6,1018.5,1
2016-12-08,14.0,9.6,18.7,67,0.0,0,6.0,1022.8,
2016-12-09,14.2,11.1,17.8,82,0.0,0,4.9,1022.9,1
2016-12-10,14.8,11.7,18.2,86,0.0,0,6.9,1020.4,
2016-12-11,16.1,15.0,18.2,88,0.5,0,6.3,1018.9,
2016-12-12,15.6,13.9,18.0,85,0.0,0,6.3,1018.7,
2016-12-13,15.3,12.9,18.2,82,0.0,0,4.9,1018.8,
2016-12-14,14.8,10.5,20.2,82,0.0,0,5.4,1017.9,0
2016-12-15,14.4,12.2,17.9,87,10.7,0,7.3,1015.3,
2016-12-16,14.3,10.9,16.6,76,8.3,0,23.8,1010.9,
2016-12-17,11.4,8.1,15.5,42,0.0,0,9.3,1019.2,0
2016-12-18,11.0,4.6,18.4,35,0.0,0,4.3,1021.4,0
2016-12-19,12.7,5.1,21.6,25,0.0,0,4.9,1022.9,0
2016-12-20,16.1,7.8,25.5,17,0.0,0,7.3,1020.8,0
2016-12-21,16.6,12.2,20.0,49,9.9,0,7.4,1016.0,
2016-12-22,14.1,11.2,18.2,83,6.4,0,6.5,1013.4,
2016-12-23,13.9,11.1,16.4,87,27.0,0,12.5,1015.0,
2016-12-24,11.6,8.1,14.0,58,0.7,0,17.3,1008.4,
2016-12-25,9.4,5.8,13.2,49,0.0,0,6.4,1017.9,1
2016-12-26,10.8,7.0,16.6,47,0.0,0,6.8,1021.7,1
2016-12-27,13.1,7.1,21.4,39,0.0,0,7.3,1021.1,0
2016-12-28,16.1,9.0,25.9,37,0.0,0,5.7,1019.5,0
2016-12-29,17.8,11.2,26.4,33,0.0,0,6.6,1018.8,0
2016-12-30,15.2,12.7,17.1,77,5.2,0,10.5,1016.2,
2016-12-31,12.5,7.9,14.0,86,3.5,0,9.9,1013.3,
2017-01-01,9.9,5.5,14.1,76,0.0,0,7.0,1013.3,
2017-01-02,11.6,10.1,13.0,75,0.0,0,8.1,1018.3,
2017-01-03,11.6,8.9,14.8,73,0.0,0,2.3,1020.9,
2017-01-04,12.6,9.3,15.9,77,1.4,0,6.1,1019.9,
2017-01-05,13.7,12.2,16.7,93,9.6,0,10.7,1015.3,
2017-01-06,13.6,10.1,18.3,76,0.0,0,6.2,1017.3,
2017-01-07,14.3,10.5,20.0,62,3.8,0,4.4,1021.4,
2017-01-08,17.1,11.6,23.9,54,0.0,0,5.1,1021.0,0
2017-01-09,14.6,11.6,16.8,87,18.5,0,9.3,1020.8,
2017-01-10,12.9,10.2,15.4,90,2.9,0,8.7,1019.3,
2017-01-11,14.6,12.9,17.0,85,6.5,0,13.6,1015.3,
2017-01-12,12.6,10.1,13.8,91,17.7,0,7.6,1013.6,
2017-01-13,11.9,7.9,15.8,81,0.0,0,5.1,1015.8,
2017-01-14,14.0,8.0,21.0,65,0.0,0,6.9,1015.7,0
